"B1","Batman - Begins","DVD","Action, Adventure","140","https://images-na.ssl-images-amazon.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_UX182_CR0,0,182,268_AL_.jpg","tt0372784","8","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from the corruption that Scarecrow and the League of Shadows have cast upon it."
"B10","Black Hawk Down","DVD","Drama, History, War","144","https://images-na.ssl-images-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0265086","8","160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis."
"B11","Beauty and the Beast -Special Edition- Disc 1","DVD","Animation, Family, Fantas","84","https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0101414","8","A young woman whose father has been imprisoned by a terrifying beast offers herself in his place, unaware that her captor is actually a prince, physically altered by a magic spell."
"B12","Beauty and the Beast -Special Edition- Disc 2","DVD","Animation, Family, Fantas","84","https://images-na.ssl-images-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0101414","8","A young woman whose father has been imprisoned by a terrifying beast offers herself in his place, unaware that her captor is actually a prince, physically altered by a magic spell."
"B13","Battle: Los Angeles","DVD","Action, Sci-Fi","116","https://images-na.ssl-images-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg","tt1217613","6","A squadron of U.S. Marines becomes the last line of defense against a global invasion."
"B14","Bedazzled","DVD","Comedy, Fantasy","93","https://images-na.ssl-images-amazon.com/images/M/MV5BODgxOTg5OGUtOWViMC00NjM5LWEyMTQtN2M4NTBjYWUzOWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0230030","6","Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul."
"B15","Bugs Life","DVD","Animation, Adventure, Com","95","https://images-na.ssl-images-amazon.com/images/M/MV5BNThmZGY4NzgtMTM4OC00NzNkLWEwNmEtMjdhMGY5YTc1NDE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0120623","7","A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
"B16","BulletProof Monk","DVD","Action, Comedy, Fantasy","104","https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0245803","6","Based on the very underground comic book, a Tibetan monk becomes a mentor to a young street kid whom he can teach to protect a scroll."
"B17","Box Trolls","DVD","Animation, Adventure, Com","96","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxODA5MDkyNV5BMl5BanBnXkFtZTgwMDMyNjkzMjE@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0787474","7","A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator."
"B18","B.O.B.'s Big Break","DVD","Animation, Short, Action","13","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzODU4NTE4MV5BMl5BanBnXkFtZTgwNTkxNDA2MDE@._V1_UY268_CR87,0,182,268_AL_.jpg","tt1542599","6","Join B.O.B., Dr. Cockroach and The Missing Link for dynamite action and mind-blowing adventure. The good doctor celebrates B.O.B.'s birthday with a cake that's just 'the bomb.' After he ...
                    See full summary&#160;&#187;"
"B19","BattleShip","DVD","Action, Adventure, Sci-Fi","131","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg","tt1440129","6","A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals."
"B2","Batman - The Dark Knight","DVD","Action, Crime, Drama","152","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0468569","9","When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham, the Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice."
"B20","Bourne Ultimatum","DVD","Action, Mystery, Thriller","115","https://images-na.ssl-images-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0440963","8","Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer."
"B21","Brave","DVD","Animation, Adventure, Com","93","https://images-na.ssl-images-amazon.com/images/M/MV5BMzgwODk3ODA1NF5BMl5BanBnXkFtZTcwNjU3NjQ0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg","tt1217209","7","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
"B22","Book of Life","DVD","Animation, Adventure, Com","95","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzOTgzNDYzOF5BMl5BanBnXkFtZTgwOTgxMTkyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg","tt2262227","7","Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears."
"B3","Batman - The Dark Knight Rises","DVD","Action, Thriller","164","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg","tt1345836","9","Eight years after the Joker's reign of anarchy, the Dark Knight, with the help of the enigmatic Selina, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane."
"B4","Bolt","DVD","Animation, Adventure, Com","96","https://images-na.ssl-images-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_UY268_CR3,0,182,268_AL_.jpg","tt0397892","7","The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real."
"B5","Bulworth","DVD","Comedy, Drama, Romance","108","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTM5NjIyOV5BMl5BanBnXkFtZTgwMzUwNzc3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0118798","7","A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture."
"B6","Bruce Almighty","DVD","Comedy, Drama, Fantasy","101","https://images-na.ssl-images-amazon.com/images/M/MV5BZDUxOWZjNDktMzA0Ny00ZGZiLWI4NmItY2E0OGI2NWY5YjkzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg","tt0315327","7","A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world."
"B7","Beverly Hills Chihuaha","DVD","Adventure, Comedy, Drama","91","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NzUxNjEzMl5BMl5BanBnXkFtZTcwOTMyNjM4MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","tt1014775","4","While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home."
"B8","Beverly Hills Chihuaha 2","DVD","Adventure, Comedy, Family","85","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MDU4MzYzNF5BMl5BanBnXkFtZTcwMjg3MjA1NA@@._V1_UY268_CR9,0,182,268_AL_.jpg","tt1482393","5","Papi and Chloe prove family always sticks together."
"B9","Beyond The Mat","DVD","Documentary, Biography, S","102","https://m.media-amazon.com/images/M/MV5BMTQ5NDUzODkyOF5BMl5BanBnXkFtZTcwNjY3OTIyMQ@@._V1_SX300.jpg","tt0218043","82","A heartfelt documentary focusing on the day-to-day lives of professional wrestlers, some on the rise, some on the wane, and others fighting for their lives."
"C1","Charlie's Angels","DVD","Action, Adventure, Comedy","98","https://m.media-amazon.com/images/M/MV5BMGI1NTM5MTItNDcxMS00YTIwLTg1NjUtNzE5ZGE5NDkxMmU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","tt0160127","68","Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal."
"C10","Captain America - The Winter Soldier","DVD","Action, Adventure, Sci-Fi","136","https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_SX300.jpg","tt1843866","89","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
"C11","Captain America - Civil War","BlueRay","Action, Adventure, Sci-Fi","147","https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_SX300.jpg","tt3498820","91","Political involvement in the Avengers' activities causes a rift between Captain America and Iron Man."
"C12","Crouching Tiger Hidden Dragon","DVD","Action, Adventure, Fantas","120","https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","tt0190332","97","A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation."
"C13","Croods","DVD","Animation, Action, Advent","98","https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg","tt0481499","71","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy."
"C2","Conan The Barbarian - 2011","DVD","Action, Adventure, Fantas","113","https://m.media-amazon.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_SX300.jpg","tt0816462","25","A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy."
"C3","Cars 2","DVD","Animation, Adventure, Com","106","https://m.media-amazon.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg","tt1216475","38","Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage."
"C4","Cowboys  & Aliens","DVD","Action, Sci-Fi, Thriller,","119","https://m.media-amazon.com/images/M/MV5BMTM1MzkyNzQ3OV5BMl5BanBnXkFtZTcwMDk1NTg2NQ@@._V1_SX300.jpg","tt0409847","45","A spaceship arrives in Arizona, 1873, to take over the Earth, starting with the Wild West region. A posse of cowboys and natives are all that stand in their way."
"C5","Color Purple","DVD","Drama","154","https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","tt0088939","85","A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades."
"C6","Capitalism: A Love Story","DVD","Documentary, Crime, News","127","https://m.media-amazon.com/images/M/MV5BMTYyMTA2MTE4NF5BMl5BanBnXkFtZTcwNTgwMDE4Mg@@._V1_SX300.jpg","tt1232207","75","An examination of the social costs of corporate interests pursuing profits at the expense of the public good."
"C7","Cloudy With a Chance of Meatballs","DVD","Animation, Action, Advent","90","https://m.media-amazon.com/images/M/MV5BMTg0MjAwNDI5MV5BMl5BanBnXkFtZTcwODkyMzg2Mg@@._V1_SX300.jpg","tt0844471","86","A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know, that things are about to take a turn for the worst."
"C8","Cloudy With a Chance of Meatballs 2","DVD","Animation, Action, Advent","95","https://m.media-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_SX300.jpg","tt1985966","71","Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids."
"C9","Captain America - The First Avenger","DVD","Action, Adventure, Sci-Fi","124","https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg","tt0458339","80","Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization."
"D1","Despicable Me","DVD","Animation, Comedy, Family","95","https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_SX300.jpg","tt1323594","81","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
"D10","DeadPool","movie","Action, Adventure, Comedy","108","https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","tt1431045","84","A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge."
"D11","Dumbo","movie","Animation, Drama, Family,","64","https://m.media-amazon.com/images/M/MV5BZDIzYjJjNmItZmY5Yy00NjRiLTkyMDYtODg2MGFjYmQzYWI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","tt0033563","97","Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
"D12","Dumb and Dumber","movie","Comedy","107","https://m.media-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","tt0109686","67","The cross-country adventures of 2 good-hearted but incredibly stupid friends."
"D13","Demolition Man","movie","Action, Crime, Sci-Fi, Th","115","https://m.media-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg","tt0106697","61","A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society."
"D14","Dredd - 2013 version","movie","Action, Crime, Sci-Fi","95","https://m.media-amazon.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg","tt1343727","78","In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO."
"D15","Disaster Movie","movie","Comedy","87","https://m.media-amazon.com/images/M/MV5BMTIzMDQyNDgwNl5BMl5BanBnXkFtZTcwMDA0MTc3MQ@@._V1_SX300.jpg","tt1213644","1","Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events."
"D16","Doctor Strange","movie","Action, Adventure, Fantas","115","https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_SX300.jpg","tt1211837","89","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
"D2","Despicable Me 2","DVD","Animation, Adventure, Com","98","https://m.media-amazon.com/images/M/MV5BMjExNjAyNTcyMF5BMl5BanBnXkFtZTgwODQzMjQ3MDE@._V1_SX300.jpg","tt1690953","74","When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
"D3","Dog Day Afternoon","DVD","Biography, Crime, Drama, ","125","https://m.media-amazon.com/images/M/MV5BMzljMjBhODItYTYyYi00NzMwLTkyZDQtNjQ4MWU0MzhmNDU4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg","tt0072890","95","A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus."
"D4","how to train your Dragon 2","DVD","Animation, Action, Advent","102","https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg","tt1646971","91","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
"D5","Date Night","DVD","Comedy, Crime, Romance, T","88","https://m.media-amazon.com/images/M/MV5BODgwMjM2ODE4M15BMl5BanBnXkFtZTcwMTU2MDcyMw@@._V1_SX300.jpg","tt1279935","67","In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous."
"D6","District 9","DVD","Sci-Fi, Thriller","112","https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg","tt1136608","90","An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology."
"D7","Day the Earth Stood Still - classic","DVD","Drama, Sci-Fi","92","https://m.media-amazon.com/images/M/MV5BMTU5NTBmYTAtOTgyYi00NGM0LWE0ODctZjNiYWM5MmIxYzE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","tt0043456","94","An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
"D8","Day the Earth Stood Still - classic disc 2","DVD",,"1",,,NULL,
"D9","A Good Day To Die Hard","DVD","Action, Thriller","98","https://m.media-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg","tt1606378","15","John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces."
"E1","Expendables","movie","Action, Adventure, Thrill","103","https://m.media-amazon.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX300.jpg","tt1320253","42","A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent."
"E2","Expendables 2","movie","Action, Adventure, Thrill","103","https://m.media-amazon.com/images/M/MV5BNDg1YWRhNmQtMGI5Ny00MTI3LTg2OTItZWEzZGE3OGZjZDNhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg","tt1764651","67","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
"E3","Expendables 3","movie","Action, Adventure, Thrill","126","https://m.media-amazon.com/images/M/MV5BODU5ODMyMzg2MV5BMl5BanBnXkFtZTgwMTA2MTcxMjE@._V1_SX300.jpg","tt2333784","32","Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates."
"E4","Epic","movie","Animation, Adventure, Fam","102","https://m.media-amazon.com/images/M/MV5BMTgyNDYwNzE5NV5BMl5BanBnXkFtZTcwMzUyODM5OA@@._V1_SX300.jpg","tt0848537","65","A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours."
"E5","Elf","movie","Comedy, Family, Fantasy, ","97","https://m.media-amazon.com/images/M/MV5BMzUxNzkzMzQtYjIxZC00NzU0LThkYTQtZjNhNTljMTA1MDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","tt0319343","83","After discovering he is a human, a man raised as an elf at the North Pole decides to travel to New York City to locate his real father."
"E6","Elf Disc 2",,,"1",,,NULL,
"E7","Ever After","movie","Comedy, Drama, Romance","121","https://m.media-amazon.com/images/M/MV5BN2FhYTY5ODItOGU4OC00MTkyLTlmYTMtYjIxN2Y4MmVlMDVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","tt0120631","91","Andy Tennant directed this Cinderella variant. The Brothers Grimm arrive at the home of a wealthy Grande Dame (Jeanne Moreau) who speaks of the many legends surrounding the fable of the ..."
"E8","ELYSIUM","movie","Action, Drama, Sci-Fi","109","https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg","tt1535108","66","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
"_1","Six Days Seven Nights","DVD","Action, Adventure, Comedy","98","https://m.media-amazon.com/images/M/MV5BZDgwYzNlMjYtNjQxMy00NjQxLWJiMTItNjkzZTQ0ZTZiMTcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","tt0120828","36","Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island."
"_10","300 Spartans","DVD","Action, Fantasy","117","https://m.media-amazon.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1_SX300.jpg","tt0416449","60","A small army of Greeks spearheaded by 300 Spartans do battle with the whole invading Persian army."
